time,qq_id,nick_name,qq_name,content
2025/2/13,1287811651,且听风吟,,[CQ:faceid=425raw={'faceIndex': 425&#44; 'faceText': '/求放过'&#44; 'faceType': 2&#44; 'packId': None&#44; 'stickerId': None&#44; 'sourceType': None&#44; 'stickerType': None&#44; 'resultId': None&#44; 'surpriseId': None&#44; 'randomType': None&#44; 'imageType': None&#44; 'pokeType': None&#44; 'spokeSummary': None&#44; 'doubleHit': None&#44; 'vaspokeId': None&#44; 'vaspokeName': None&#44; 'vaspokeMinver': None&#44; 'pokeStrength': None&#44; 'msgType': None&#44; 'faceBubbleCount': None&#44; 'oldVersionStr': None&#44; 'pokeFlag': None&#44; 'chainCount': None}resultId=NonechainCount=None][CQ:faceid=425raw={'faceIndex': 425&#44; 'faceText': '/求放过'&#44; 'faceType': 2&#44; 'packId': None&#44; 'stickerId': None&#44; 'sourceType': None&#44; 'stickerType': None&#44; 'resultId': None&#44; 'surpriseId': None&#44; 'randomType': None&#44; 'imageType': None&#44; 'pokeType': None&#44; 'spokeSummary': None&#44; 'doubleHit': None&#44; 'vaspokeId': None&#44; 'vaspokeName': None&#44; 'vaspokeMinver': None&#44; 'pokeStrength': None&#44; 'msgType': None&#44; 'faceBubbleCount': None&#44; 'oldVersionStr': None&#44; 'pokeFlag': None&#44; 'chainCount': None}resultId=NonechainCount=None][CQ:faceid=425raw={'faceIndex': 425&#44; 'faceText': '/求放过'&#44; 'faceType': 2&#44; 'packId': None&#44; 'stickerId': None&#44; 'sourceType': None&#44; 'stickerType': None&#44; 'resultId': None&#44; 'surpriseId': None&#44; 'randomType': None&#44; 'imageType': None&#44; 'pokeType': None&#44; 'spokeSummary': None&#44; 'doubleHit': None&#44; 'vaspokeId': None&#44; 'vaspokeName': None&#44; 'vaspokeMinver': None&#44; 'pokeStrength': None&#44; 'msgType': None&#44; 'faceBubbleCount': None&#44; 'oldVersionStr': None&#44; 'pokeFlag': None&#44; 'chainCount': None}resultId=NonechainCount=None]
2025/2/13,996563851,铸梦,屠神灭世,一周？
2025/2/13,996563851,铸梦,屠神灭世,实习吗
2025/2/13,2473264511,快给超大哔级啪让路！°Д°,,还是学生幸福
2025/2/13,2473264511,快给超大哔级啪让路！°Д°,,[CQ:imagesummary=&#91;动画表情&#93;file=39A8B743D943D9FD303F3D1B97A84931.pngsub_type=1url=https://multimedia.nt.qq.com.cn/download?appid=1407&amp;fileid=EhR6jmWSF7fr_Wwbm5HIiNXWk6QNdBjU_QEg_woorL2UmaDAiwMyBHByb2RQgL2jAVoQqpCmVnxjN8bhiECuFxbIiQ&amp;rkey=CAESKBkcro_MGujoWvIWXHp9ltRp-vb5e8HhO1OazeuP1H2IyrZvc_w1QHcfile_size=32468]
2025/2/13,296587326,Knight -Sir Galahad,Angel Beats,还是学生幸福
2025/2/13,296587326,Knight -Sir Galahad,Angel Beats,真的不是一个强度
2025/2/13,2503597562,项泓,,工作可以做喜欢的事情吗
2025/2/13,1305773663,2²º,,还是学生幸福
2025/2/13,1305773663,2²º,,还有一年就不是学生了😭
2025/2/13,1915386313,AAA私房烘焙大师小狐师傅,喻家山霸王肥肥,[CQ:replyid=510624475]考完
2025/2/13,1915386313,AAA私房烘焙大师小狐师傅,喻家山霸王肥肥,考研
2025/2/13,1915386313,AAA私房烘焙大师小狐师傅,喻家山霸王肥肥,考博
2025/2/13,1915386313,AAA私房烘焙大师小狐师傅,喻家山霸王肥肥,考第二学士
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,房债似深渊，   黑产缠身梦难圆，     金钱化云烟。
2025/2/13,1915386313,AAA私房烘焙大师小狐师傅,喻家山霸王肥肥,骈句大师
2025/2/13,1174329577,椰奶鱼豆腐,鱼鱼子Haneyo,还是学生幸福
2025/2/13,610291971,不黏人的小奶兔,果壳大使奶兔（,考完博还能搞个博士后
2025/2/13,2503597562,项泓,,我看网络传说说，工作解决实际问题，像打游戏一样爽
2025/2/13,1444805424,病名は愛だった,,武大电气同学发了这个
2025/2/13,1444805424,病名は愛だった,,[CQ:imagesummary=file=AD35BFEF2A1B197A9BFC77435AA63095.jpgsub_type=0url=https://multimedia.nt.qq.com.cn/download?appid=1407&amp;fileid=EhTVtCyJ9Fy9kx7ausEhEYnFykZBhRji-QQg_woorJmo1aDAiwMyBHByb2RQgL2jAVoQpf1CoVIW-qsRr--0e_gQ9w&amp;rkey=CAESKBkcro_MGujoWvIWXHp9ltRp-vb5e8HhO1OazeuP1H2IyrZvc_w1QHcfile_size=81122]
2025/2/13,1915386313,AAA私房烘焙大师小狐师傅,喻家山霸王肥肥,[CQ:replyid=1293389800]牛逼
2025/2/13,1417095317,就这样吧,百团miku求返图,好饿
2025/2/13,610291971,不黏人的小奶兔,果壳大使奶兔（,[CQ:replyid=756418922][CQ:atqq=1174329577] 开学之后能在北京漫展看到鱼姐吗
2025/2/13,1417095317,就这样吧,百团miku求返图,晚上吃什么
2025/2/13,1915386313,AAA私房烘焙大师小狐师傅,喻家山霸王肥肥,[CQ:replyid=297962082]西北风
2025/2/13,1417095317,就这样吧,百团miku求返图,？
2025/2/13,1915386313,AAA私房烘焙大师小狐师傅,喻家山霸王肥肥,正好你出机场就能吃了
2025/2/13,1417095317,就这样吧,百团miku求返图,好歹吃个肯德基好吧
2025/2/13,1417095317,就这样吧,百团miku求返图,🥺
2025/2/13,1915386313,AAA私房烘焙大师小狐师傅,喻家山霸王肥肥,今天风不小
2025/2/13,1915386313,AAA私房烘焙大师小狐师傅,喻家山霸王肥肥,ok
2025/2/13,1174329577,椰奶鱼豆腐,鱼鱼子Haneyo,[CQ:replyid=1531457777][CQ:atqq=610291971] 想想
2025/2/13,1174329577,椰奶鱼豆腐,鱼鱼子Haneyo,本来3月ijoy可以
2025/2/13,1174329577,椰奶鱼豆腐,鱼鱼子Haneyo,团没组起来
2025/2/13,1915386313,AAA私房烘焙大师小狐师傅,喻家山霸王肥肥,[CQ:imagesummary=&#91;动画表情&#93;file=866236E8F99BA1F6FBDE9B44277AACB0.jpgsub_type=1url=https://gchat.qpic.cn/gchatpic_new/0/0-0-866236E8F99BA1F6FBDE9B44277AACB0/0file_size=685381]
2025/2/13,1417095317,就这样吧,百团miku求返图,[CQ:replyid=762916600][CQ:atqq=1915386313] 陪我吃
2025/2/13,610291971,不黏人的小奶兔,果壳大使奶兔（,[CQ:replyid=996731107][CQ:atqq=1174329577] 悲
2025/2/13,1174329577,椰奶鱼豆腐,鱼鱼子Haneyo,但我五月底要回华科（）
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,内卷真可怕 高分绩点一大把   把武大吓傻
2025/2/13,1915386313,AAA私房烘焙大师小狐师傅,喻家山霸王肥肥,[CQ:replyid=2085533094]输麻了
2025/2/13,610291971,不黏人的小奶兔,果壳大使奶兔（,[CQ:replyid=1396840270][CQ:atqq=1174329577] 我有可能也
2025/2/13,610291971,不黏人的小奶兔,果壳大使奶兔（,如果嘉年华跟中科院夏日宴不冲突的话
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,咸鱼吓傻眼 球球你们别再卷   活不了一点
2025/2/13,296587326,Knight -Sir Galahad,Angel Beats,[CQ:replyid=80458240][CQ:atqq=2503597562]这个倒是真的
2025/2/13,1915386313,AAA私房烘焙大师小狐师傅,喻家山霸王肥肥,骈句大师
2025/2/13,296587326,Knight -Sir Galahad,Angel Beats,工作面向实际产出
2025/2/13,296587326,Knight -Sir Galahad,Angel Beats,学术不面向，可以只是ppt和论文
2025/2/13,1174329577,椰奶鱼豆腐,鱼鱼子Haneyo,[CQ:replyid=613363458][CQ:atqq=610291971]哈哈哈哈那可以凑凑看！
2025/2/13,296587326,Knight -Sir Galahad,Angel Beats,就打个比方，出去街上有一辆汽车设计是你参与的项目，是看得见摸得着的
2025/2/13,2503597562,项泓,,[CQ:imagesummary=&#91;动画表情&#93;file=DCEDC5C12417691A8DC3B61C55578DB2.jpgsub_type=1url=https://multimedia.nt.qq.com.cn/download?appid=1407&amp;fileid=EhTPBAldoMgHovDO1YKRDbeTOHe47Bik_gYg_woomofX36HAiwMyBHByb2RQgL2jAVoQYxuadnaDfHD1LMZx0wxcBw&amp;rkey=CAESKBkcro_MGujoWvIWXHp9ltRp-vb5e8HhO1OazeuP1H2IyrZvc_w1QHcfile_size=114468]
2025/2/13,296587326,Knight -Sir Galahad,Angel Beats,该结果如果给的是正向反馈，那么你会越干越有成就感
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,[CQ:replyid=2068715924]这是俳句啊！ 五七五型牢记下   骈句是神马？[CQ:atqq=1915386313]
2025/2/13,1396014059,好困的御坂19536号,,什么是俳句 上五下五中间七   这就是俳句
2025/2/13,1836685801,curious,curious（七圣召,最上川
2025/2/13,1396014059,好困的御坂19536号,,[CQ:imagesummary=&#91;动画表情&#93;file=2D4F71FD4A3626A68DE2EB38FD44A13F.pngsub_type=1url=https://multimedia.nt.qq.com.cn/download?appid=1407&amp;fileid=EhQ4J6GfoOqUfz1T_YnPto0Br3ZtwhjmsAIg_wootqydjqLAiwMyBHByb2RQgL2jAVoQLft87QJEqbteaPKCd9-CXA&amp;rkey=CAESKBkcro_MGujoWvIWXHp9ltRp-vb5e8HhO1OazeuP1H2IyrZvc_w1QHcfile_size=39014]
2025/2/13,1416004218,蓝雪冰儿,蓝雪冰儿（,[CQ:replyid=80458240][CQ:atqq=2503597562]是真的
2025/2/13,1981054243,Ela_forever,Ela,[CQ:imagesummary=&#91;动画表情&#93;file=702D7946EF9F61D1FCE36FD687DC68D8.jpgsub_type=1url=https://multimedia.nt.qq.com.cn/download?appid=1407&amp;fileid=EhTrD-HecpJaCkBg6AcPYIRaPdTQ4hjJpwIg_woop-H3m6PAiwMyBHByb2RQgL2jAVoQHOUpuL9TcwtcgdC6o5y-dg&amp;rkey=CAESKBkcro_MGujoWvIWXHp9ltRp-vb5e8HhO1OazeuP1H2IyrZvc_w1QHcfile_size=37833]
2025/2/13,2946794940,穹,,[CQ:imagesummary=&#91;动画表情&#93;file=EF72B0A2CBFE9B4C26E20907581AFE84.jpgsub_type=1url=https://multimedia.nt.qq.com.cn/download?appid=1407&amp;fileid=EhQzz3RX-WJHqPGUZe1LC0Up_zUkmBj3lwEg_woo06-e66PAiwMyBHByb2RQgL2jAVoQ06lV8HlrIKcDdEMJWyULog&amp;rkey=CAESKBkcro_MGujoWvIWXHp9ltRp-vb5e8HhO1OazeuP1H2IyrZvc_w1QHcfile_size=19447]
2025/2/13,1475903016,Hiroto,吃掉所有不看金,干什么都是图个正向反馈
2025/2/13,1475903016,Hiroto,吃掉所有不看金,[CQ:imagesummary=&#91;动画表情&#93;file=EA864D2409F26C1C0DAB19ADED3089AE.jpgsub_type=1url=https://multimedia.nt.qq.com.cn/download?appid=1407&amp;fileid=EhSfkI6LOkf6rPGukUk0ktKehg1P8xiqDCD_Cijcs_-FpMCLAzIEcHJvZFCAvaMBWhD41sdxDBkoVhnz9LtBNOcO&amp;rkey=CAESKBkcro_MGujoWvIWXHp9ltRp-vb5e8HhO1OazeuP1H2IyrZvc_w1QHcfile_size=1578]
2025/2/13,2946794940,穹,,晕了一天的车，刚刚才到酒店，哎
2025/2/13,2946794940,穹,,[CQ:imagesummary=&#91;动画表情&#93;file=B922FD857043D3CDAAFEA1D58D1C2792.jpgsub_type=1url=https://multimedia.nt.qq.com.cn/download?appid=1407&amp;fileid=EhTDa_a2YNC7Q2DaxkTjfVfJe54QvBi7nQEg_woo2eu1saTAiwMyBHByb2RQgL2jAVoQyT0gDxXo-u9nos4TSMyEvA&amp;rkey=CAESKBkcro_MGujoWvIWXHp9ltRp-vb5e8HhO1OazeuP1H2IyrZvc_w1QHcfile_size=20155]
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,[CQ:replyid=1354212061][CQ:atqq=1475903016] 当牛马干得好不一定被表扬，但是摸鱼一定现在就快乐（
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,[CQ:imagesummary=&#91;动画表情&#93;file=81A759792A116D5F3D15959886E3E8FC.jpgsub_type=1url=https://multimedia.nt.qq.com.cn/download?appid=1407&amp;fileid=EhRpDKXKhAUgdaXOE_quJZoXdLKpYxjI4hYg_wooifj9v6TAiwMyBHByb2RQgL2jAVoQ_fJqorkHd15y4jM4DKel0w&amp;rkey=CAESKBkcro_MGujoWvIWXHp9ltRp-vb5e8HhO1OazeuP1H2IyrZvc_w1QHcfile_size=373064]
2025/2/13,1475903016,Hiroto,吃掉所有不看金,太对了哥
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,结婚生子不一定快乐
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,但是现在单身一定快乐
2025/2/13,215707438,麦克斯韦妖,,[CQ:imagesummary=&#91;动画表情&#93;file=2FBE796190A75B6FC10E657FAAE5195C.pngsub_type=1url=https://multimedia.nt.qq.com.cn/download?appid=1407&amp;fileid=EhTnv2cke8NDrV88qYuhtW4su3B_phipQSD_Cijr26XTpMCLAzIEcHJvZFCAvaMBWhC6ei77t3IUIRRbGR6NU82D&amp;rkey=CAESKBkcro_MGujoWvIWXHp9ltRp-vb5e8HhO1OazeuP1H2IyrZvc_w1QHcfile_size=8361]
2025/2/13,2179525619,_-LuckyStar-Kagami-,,有些人结婚了快乐，单身的也快乐
2025/2/13,2179525619,_-LuckyStar-Kagami-,,结婚了快乐，单身的也快乐，就是脱单过的不快乐（x）
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,[CQ:replyid=1439301798][CQ:atqq=2179525619] 没结过的凭什么觉得结婚快乐.jpg
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,属于是这山望着那山高
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,[CQ:imagesummary=&#91;动画表情&#93;file=DA2CD5DD8FE78CDC578B9888EDE11A82.jpgsub_type=1url=https://multimedia.nt.qq.com.cn/download?appid=1407&amp;fileid=EhTVIw-u3vlWtStnxPKqRwTng3-mHxiP9RQg_wooz5611aXAiwMyBHByb2RQgL2jAVoQQ2Dazxsp4KAxyYoSla_hjw&amp;rkey=CAESKBkcro_MGujoWvIWXHp9ltRp-vb5e8HhO1OazeuP1H2IyrZvc_w1QHcfile_size=342671]
2025/2/13,996563851,铸梦,屠神灭世,[CQ:replyid=1439301798][CQ:atqq=2179525619] 三者都有快乐的
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,结婚不快乐 婚后生活皆苦涩   不信看身侧
2025/2/13,996563851,铸梦,屠神灭世,但是单身的快乐比例最高
2025/2/13,996563851,铸梦,屠神灭世,但是前1%还是谈恋爱的比单身的幸福
2025/2/13,996563851,铸梦,屠神灭世,当前版本还是谈恋爱上限更高
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,带娃跑断腿 婆媳岳婿非常累   结婚即吃亏
2025/2/13,996563851,铸梦,屠神灭世,但是很吃欧气
2025/2/13,1417095317,就这样吧,百团miku求返图,(所以怎么找)
2025/2/13,1417095317,就这样吧,百团miku求返图,😭
2025/2/13,996563851,铸梦,屠神灭世,普通人还是老老实实玩单身吧
2025/2/13,996563851,铸梦,屠神灭世,下限低
2025/2/13,996563851,铸梦,屠神灭世,不吃经济
2025/2/13,2906983801,Arisaka Azusa,,求恋爱教程
2025/2/13,996563851,铸梦,屠神灭世,下限搞
2025/2/13,996563851,铸梦,屠神灭世,升级快
2025/2/13,1171088635,星川Natsume,其实我喜欢你很,[CQ:replyid=1943812399]不如玩galgame
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,[CQ:replyid=294075442][CQ:atqq=996563851] 赌博几乎必然导致不幸，但依然有极少数从来不输的能爽……
2025/2/13,996563851,铸梦,屠神灭世,[CQ:replyid=1943812399][CQ:atqq=2906983801] 你不是天天玩gal
2025/2/13,996563851,铸梦,屠神灭世,不应该是恋爱高手吗
2025/2/13,996563851,铸梦,屠神灭世,[CQ:replyid=187653167][CQ:atqq=592598928] 是这样
2025/2/13,996563851,铸梦,屠神灭世,说到底是强运之人
2025/2/13,996563851,铸梦,屠神灭世,赌博能赢
2025/2/13,996563851,铸梦,屠神灭世,对象也能找到天造地设的一对
2025/2/13,1417095317,就这样吧,百团miku求返图,😭
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,爱情是对赌 劝君莫入爱情路   到时有你哭
2025/2/13,1305773663,2²º,,求遇见gal女主教程
2025/2/13,2767754160,伊地知下北泽守,,求遇见gal女主教程
2025/2/13,215707438,麦克斯韦妖,,求遇见gal女主教程
2025/2/13,996563851,铸梦,屠神灭世,等
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,其实gal写手很多没感情经历……
2025/2/13,1287811651,且听风吟,,[CQ:replyid=2104200939]上学期实习了几个月
2025/2/13,2676731941,等不到～天黑,不爱伊尔莉,这个我会
2025/2/13,996563851,铸梦,屠神灭世,遇见了为什么她看上的是你
2025/2/13,2676731941,等不到～天黑,不爱伊尔莉,去撞泥头车
2025/2/13,1287811651,且听风吟,,其实第一天我就不想上班了
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,只有处男才知道处男需要什么
2025/2/13,592598928,硝基盐酸,【五代漫协桌游,[CQ:imagesummary=&#91;动画表情&#93;file=81A759792A116D5F3D15959886E3E8FC.jpgsub_type=1url=https://multimedia.nt.qq.com.cn/download?appid=1407&amp;fileid=EhRpDKXKhAUgdaXOE_quJZoXdLKpYxjI4hYg_woo-bDLyabAiwMyBHByb2RQgL2jAVoQx4yUtImUxCzbZavhAtDeEw&amp;rkey=CAESKBkcro_MGujoWvIWXHp9ltRp-vb5e8HhO1OazeuP1H2IyrZvc_w1QHcfile_size=373064]
2025/2/13,1784349680,啄木鸟,馆主,[CQ:replyid=76932993]不是川柳？
2025/2/13,1417095317,就这样吧,百团miku求返图,[CQ:replyid=1985301910][CQ:atqq=592598928] 还真是
2025/2/13,996563851,铸梦,屠神灭世,想想缘分真来了现在的你能不能把握住
2025/2/13,996563851,铸梦,屠神灭世,[CQ:faceid=317raw={'faceIndex': 317&#44; 'faceText': '/菜汪'&#44; 'faceType': 3&#44; 'packId': '1'&#44; 'stickerId': '7'&#44; 'sourceType': 1&#44; 'stickerType': 1&#44; 'resultId': ''&#44; 'surpriseId': ''&#44; 'randomType': 1&#44; 'imageType': None&#44; 'pokeType': None&#44; 'spokeSummary': None&#44; 'doubleHit': None&#44; 'vaspokeId': None&#44; 'vaspokeName': None&#44; 'vaspokeMinver': None&#44; 'pokeStrength': None&#44; 'msgType': None&#44; 'faceBubbleCount': None&#44; 'oldVersionStr': None&#44; 'pokeFlag': None&#44; 'chainCount': 0}resultId=chainCount=0]
2025/2/13,996563851,铸梦,屠神灭世,能不能给她幸福
